PNA;NAZWA PLACÓWKI;MIEJSCOWOŚĆ;ULICA;NR;GMINA;POWIAT;WOJEWÓDZTWO
50-050;UP Wrocław 39;skrytki/przegródki;;;Wrocław;Wrocław;dolnośląskie
52-327;FUP Wrocław 39;Wrocław (Wrocław-Krzyki);Czekoladowa;61;Wrocław;Wrocław;dolnośląskie
50-973;FUP Wrocław 39;skrytki/przegródki;;;Wrocław;Wrocław;dolnośląskie
50-388;UP Wrocław 48;Wrocław (Wrocław-Śródmieście);Henryka Sienkiewicza;36;Wrocław;Wrocław;dolnośląskie
50-953;UP Wrocław 48;skrytki/przegródki;;;Wrocław;Wrocław;dolnośląskie
50-165;FUP Wrocław 48;Wrocław (Wrocław-Stare Miasto);pl. Uniwersytecki;1;Wrocław;Wrocław;dolnośląskie
50-342;FUP Wrocław 48;Wrocław (Wrocław-Śródmieście);Grunwaldzka;46;Wrocław;Wrocław;dolnośląskie
50-399;FUP Wrocław 48;Wrocław (Wrocław-Śródmieście);św. Idziego;2;Wrocław;Wrocław;dolnośląskie
50-300;FUP Wrocław 48;Wrocław (Wrocław-Śródmieście);Jedności Narodowej;185;Wrocław;Wrocław;dolnośląskie
50-259;FUP Wrocław 48;Wrocław (Wrocław-Śródmieście);Jedności Narodowej;47;Wrocław;Wrocław;dolnośląskie
50-385;FUP Wrocław 48;Wrocław (Wrocław-Śródmieście);Jedności Narodowej;125;Wrocław;Wrocław;dolnośląskie
51-603;FUP Wrocław 48;Wrocław (Wrocław-Śródmieście);al. Jana Kochanowskiego;39;Wrocław;Wrocław;dolnośląskie
50-386;FUP Wrocław 48;Wrocław (Wrocław-Śródmieście);wyb. Stanisława Wyspiańskiego;27;Wrocław;Wrocław;dolnośląskie
51-188;UP Wrocław 49;Wrocław (Wrocław-Psie Pole);Jana Długosza;31;Wrocław;Wrocław;dolnośląskie
51-161;FUP Wrocław 49;Wrocław (Wrocław-Psie Pole);al. Tadeusza Boya-Żeleńskiego;10;Wrocław;Wrocław;dolnośląskie
50-961;FUP Wrocław 49;skrytki/przegródki;;;Wrocław;Wrocław;dolnośląskie
51-187;FUP Wrocław 49;Wrocław (Wrocław-Psie Pole);Henryka Michała Kamieńskiego;92;Wrocław;Wrocław;dolnośląskie
51-180;FUP Wrocław 49;Wrocław (Wrocław-Psie Pole);Korzenna;14;Wrocław;Wrocław;dolnośląskie
51-121;FUP Wrocław 49;Wrocław (Wrocław-Psie Pole);Obornicka;22;Wrocław;Wrocław;dolnośląskie
50-458;UP Wrocław 52;Wrocław (Wrocław-Krzyki);gen. Romualda Traugutta;146;Wrocław;Wrocław;dolnośląskie
50-956;UP Wrocław 52;skrytki/przegródki;;;Wrocław;Wrocław;dolnośląskie
52-011;FUP Wrocław 52;Wrocław (Wrocław-Krzyki);Chorzowska;4-6;Wrocław;Wrocław;dolnośląskie
50-970;FUP Wrocław 52;skrytki/przegródki;;;Wrocław;Wrocław;dolnośląskie
50-567;UP Wrocław 54;Wrocław (Wrocław-Krzyki);Jabłeczna;25;Wrocław;Wrocław;dolnośląskie
50-555;FUP Wrocław 54;Wrocław (Wrocław-Krzyki);Krynicka;68;Wrocław;Wrocław;dolnośląskie
53-638;UP Wrocław 57;Wrocław (Wrocław-Stare Miasto);Stefana Czarnieckiego;15;Wrocław;Wrocław;dolnośląskie
50-986;UP Wrocław 57;skrytki/przegródki;;;Wrocław;Wrocław;dolnośląskie
54-222;FUP Wrocław 57;Wrocław (Wrocław-Fabryczna);Bobrza;2;Wrocław;Wrocław;dolnośląskie
53-675;FUP Wrocław 57;Wrocław (Wrocław-Stare Miasto);Legnicka;30;Wrocław;Wrocław;dolnośląskie
54-160;UP Wrocław 59;Wrocław (Wrocław-Fabryczna);Eugeniusza Horbaczewskiego;4-6;Wrocław;Wrocław;dolnośląskie
54-120;FUP Wrocław 59;Wrocław (Wrocław-Fabryczna);Jerzego Bajana;1;Wrocław;Wrocław;dolnośląskie
54-433;UP Wrocław 60;Wrocław (Wrocław-Fabryczna);Budziszyńska;36a;Wrocław;Wrocław;dolnośląskie
50-994;UP Wrocław 60;skrytki/przegródki;;;Wrocław;Wrocław;dolnośląskie
54-433;FUP Wrocław 60;Wrocław (Wrocław-Fabryczna);Graniczna;190;Wrocław;Wrocław;dolnośląskie
54-612;FUP Wrocław 60;Wrocław (Wrocław-Fabryczna);Mińska;5;Wrocław;Wrocław;dolnośląskie
54-511;FUP Wrocław 60;Wrocław (Wrocław-Fabryczna);Objazdowa;50;Wrocław;Wrocław;dolnośląskie
50-995;FUP Wrocław 60;skrytki/przegródki;;;Wrocław;Wrocław;dolnośląskie
54-318;FUP Wrocław 60;Wrocław (Wrocław-Fabryczna);Sarbinowska;23-25;Wrocław;Wrocław;dolnośląskie
53-245;UP Wrocław 63;Wrocław (Wrocław-Fabryczna);Grabiszyńska;240;Wrocław;Wrocław;dolnośląskie
50-982;UP Wrocław 63;skrytki/przegródki;;;Wrocław;Wrocław;dolnośląskie
53-245;FUP Wrocław 63;Wrocław (Wrocław-Fabryczna);Giełdowa;6;Wrocław;Wrocław;dolnośląskie
52-412;FUP Wrocław 63;Wrocław (Wrocław-Fabryczna);Wiejska;2;Wrocław;Wrocław;dolnośląskie
52-200;UP Wrocław 65;Wrocław (Wrocław-Krzyki);adm. Józefa Unruga;13-15;Wrocław;Wrocław;dolnośląskie
52-229;FUP Wrocław 65;Wrocław (Wrocław-Krzyki);Skibowa;5;Wrocław;Wrocław;dolnośląskie
50-090;UP Wrocław 66;Wrocław (Wrocław-Stare Miasto);Tadeusza Kościuszki;35-37;Wrocław;Wrocław;dolnośląskie
50-580;UP Wrocław 67;Wrocław (Wrocław-Krzyki);Tarnogajska;11-13;Wrocław;Wrocław;dolnośląskie
52-131;FUP Wrocław 67;Wrocław (Wrocław-Krzyki);Buforowa;115;Wrocław;Wrocław;dolnośląskie
50-522;FUP Wrocław 67;Wrocław (Wrocław-Krzyki);Ciepła;9-11;Wrocław;Wrocław;dolnośląskie
52-116;FUP Wrocław 67;Wrocław (Wrocław-Krzyki);Semaforowa;14;Wrocław;Wrocław;dolnośląskie
50-971;FUP Wrocław 67;skrytki/przegródki;;;Wrocław;Wrocław;dolnośląskie
50-000;UP Wrocław 68;Wrocław (Wrocław-Krzyki);Stanisława Małachowskiego;1-9;Wrocław;Wrocław;dolnośląskie
50-950;UP Wrocław 68;skrytki/przegródki;;;Wrocław;Wrocław;dolnośląskie
50-900;PP Wrocław D101;Wrocław (Wrocław-Fabryczna);Ibn Siny Awicenny;21;Wrocław;Wrocław;dolnośląskie
64-200;AP Wroniawy;Wroniawy;Nowa;1;Wolsztyn;wolsztyński;wielkopolskie
64-510;UP Wronki;Wronki;Poznańska;54;Wronki;szamotulski;wielkopolskie
24-300;AP Wrzelowiec;Wrzelowiec;Kościelna;1;Opole Lubelskie;opolski;lubelskie
11-042;AP Wrzesina;Wrzesina;;48a;Jonkowo;olsztyński;warmińsko-mazurskie
98-100;AP Wrzeszczewice-Skrejnia;Wrzeszczewice-Skrejnia;;7 A;Łask;łaski;łódzkie
62-308;AP Września;Września;Miłosławska;10;Września;wrzesiński;wielkopolskie
62-300;AP Września;Września;Ignacego Paderewskiego;52;Września;wrzesiński;wielkopolskie
62-300;UP Września 1;Września;Warszawska;34;Września;wrzesiński;wielkopolskie
62-306;FUP Września 1;Kołaczkowo;Władysława Stanisława Reymonta Pl.;3;Kołaczkowo;wrzesiński;wielkopolskie
62-320;FUP Września 1;Miłosław;Zamkowa;8;Miłosław;wrzesiński;wielkopolskie
62-330;FUP Września 1;Nekla;Chopina;64;Nekla;wrzesiński;wielkopolskie
62-310;FUP Września 1;Pyzdry;Kościuszki;4a;Pyzdry;wrzesiński;wielkopolskie
62-300;FUP Września 1;Września;Bolesława Chrobrego;15;Września;wrzesiński;wielkopolskie
62-313;FUP Września 1;skrytki/przegródki;;;Września;wrzesiński;wielkopolskie
62-300;FUP Września 1;Września;Gen. Tadeusza Kutrzeby;2;Września;wrzesiński;wielkopolskie
76-100;AP Wrześnica;Wrześnica;;70 A;Sławno;sławieński;zachodniopomorskie
67-400;UP Wschowa;Wschowa;Pocztowa;2;Wschowa;wschowski;lubuskie
67-407;FUP Wschowa;Szlichtyngowa;Rynek;32;Szlichtyngowa;wschowski;lubuskie
67-400;FUP Wschowa;Wschowa;Cicha;7a;Wschowa;wschowski;lubuskie
77-326;AP Wyczechy;Wyczechy;;32;Czarne;człuchowski;pomorskie
62-238;AP Wydartowo;Wydartowo;;16;Trzemeszno;gnieźnieński;wielkopolskie
11-510;UP Wydminy;Wydminy;Grunwaldzka;80;Wydminy;giżycki;warmińsko-mazurskie
86-320;AP Wydrzno;Wydrzno;;8;Łasin;grudziądzki;kujawsko-pomorskie
97-425;AP Wygiełzów;Wygiełzów;;34;Zelów;bełchatowski;łódzkie
98-162;AP Wygiełzów;Wygiełzów;;15B;Zapolice;zduńskowolski;łódzkie
18-404;AP Wygoda;Wygoda;Leśna;2;Łomża;łomżyński;podlaskie
59-731;AP Wykroty;Wykroty;Główna;1;Nowogrodziec;bolesławiecki;dolnośląskie
89-300;UP Wyrzysk;Wyrzysk;Pocztowa;7;Wyrzysk;pilski;wielkopolskie
89-340;FUP Wyrzysk;Białośliwie;Dworcowa;2;Białośliwie;pilski;wielkopolskie
89-310;FUP Wyrzysk;Łobżenica;pl. Wolności;4;Łobżenica;pilski;wielkopolskie
89-350;FUP Wyrzysk;Miasteczko Krajeńskie;Tadeusza Kościuszki;50;Miasteczko Krajeńskie;pilski;wielkopolskie
89-320;FUP Wyrzysk;Wysoka;Plac Powstańców Wielkopolskich;23;Wysoka;pilski;wielkopolskie
32-200;AP Wysocice;Wysocice;;131c;Gołcza;miechowski;małopolskie
59-171;AP Wysoka;Wysoka;;37a;Przemków;polkowicki;dolnośląskie
38-100;AP Wysoka Strzyżowska;Wysoka Strzyżowska;;129A;Strzyżów;strzyżowski;podkarpackie
18-200;UP Wysokie Mazowieckie;Wysokie Mazowieckie;Jagiellońska;55;Wysokie Mazowieckie;wysokomazowiecki;podlaskie
18-220;FUP Wysokie Mazowieckie;Czyżew;Mały Rynek;2;Czyżew;wysokomazowiecki;podlaskie
18-204;FUP Wysokie Mazowieckie;Kobylin-Borzymy;Główna;14;Kobylin-Borzymy;wysokomazowiecki;podlaskie
18-208;FUP Wysokie Mazowieckie;Kulesze Kościelne;Główna;6;Kulesze Kościelne;wysokomazowiecki;podlaskie
18-215;FUP Wysokie Mazowieckie;Nowe Piekuty;Główna;23;Nowe Piekuty;wysokomazowiecki;podlaskie
18-218;FUP Wysokie Mazowieckie;Sokoły;Rynek Mickiewicza;12;Sokoły;wysokomazowiecki;podlaskie
18-210;FUP Wysokie Mazowieckie;Szepietowo;kard. Stefana Wyszyńskiego;3D/1;Szepietowo;wysokomazowiecki;podlaskie
18-202;AP Wysokie Mazowieckie;Wysokie Mazowieckie;1 Maja;2E;Wysokie Mazowieckie;wysokomazowiecki;podlaskie
18-200;AP Wysokie Mazowieckie;Wysokie Mazowieckie;Zambrowska;8;Wysokie Mazowieckie;wysokomazowiecki;podlaskie
29-106;AP Występy;Występy;;39c;Krasocin;włoszczowski;świętokrzyskie
11-700;AP Wyszembork;Wyszembork;;31;Mrągowo;mrągowski;warmińsko-mazurskie
17-132;AP Wyszki;Wyszki;Usługowa;3;Wyszki;bielski;podlaskie
07-200;UP Wyszków 1;Wyszków;Ignacego Daszyńskiego;27;Wyszków;wyszkowski;mazowieckie
07-221;FUP Wyszków 1;Brańszczyk;Jana Pawła II;43;Brańszczyk;wyszkowski;mazowieckie
07-200;FUP Wyszków 1;Wyszków;Pułtuska;116;Wyszków;wyszkowski;mazowieckie
07-201;FUP Wyszków 1;Wyszków;Aleja Wolności;24;Wyszków;wyszkowski;mazowieckie
07-202;UP Wyszków 4;Wyszków;Generała Józefa Sowińskiego;63;Wyszków;wyszkowski;mazowieckie
07-210;FUP Wyszków 4;Długosiodło;Tadeusza Kościuszki;2;Długosiodło;wyszkowski;mazowieckie
07-209;FUP Wyszków 4;Kamieńczyk;Warszawska;6;Wyszków;wyszkowski;mazowieckie
07-205;FUP Wyszków 4;Rząśnik;Wyszkowska;36;Rząśnik;wyszkowski;mazowieckie
07-203;FUP Wyszków 4;Somianka;;21;Somianka;wyszkowski;mazowieckie
07-230;FUP Wyszków 4;Zabrodzie;Wł. St. Reymonta;16;Zabrodzie;wyszkowski;mazowieckie
09-450;UP Wyszogród;Wyszogród;Rynek;1;Wyszogród;płocki;mazowieckie
09-460;FUP Wyszogród;Mała Wieś;Jana Kochanowskiego;7;Mała Wieś;płocki;mazowieckie
09-453;FUP Wyszogród;Wyszogród;Rębowska;51/53;Wyszogród;płocki;mazowieckie
09-450;AP Wyszogród;Wyszogród;Rębowska;52;Wyszogród;płocki;mazowieckie
64-300;AP Wytomyśl;Wytomyśl;Szkolna;34B;Nowy Tomyśl;nowotomyski;wielkopolskie
56-304;AP Wziąchowo Wielkie;Wziąchowo Wielkie;;13A;Milicz;milicki;dolnośląskie
32-080;UP Zabierzów;Zabierzów;Śląska;216;Zabierzów;krakowski;małopolskie
32-080;FUP Zabierzów;Balice;Krakowska;1;Zabierzów;krakowski;małopolskie
32-080;FUP Zabierzów;Bolechowice;Jurajska;334;Zabierzów;krakowski;małopolskie
32-080;FUP Zabierzów;Rudawa;Rynek;1;Zabierzów;krakowski;małopolskie
41-817;AP Zabrze;Zabrze;Karola Hermisza;10;Zabrze;Zabrze;śląskie
41-824;AP Zabrze;Zabrze;Jana III Sobieskiego;18;Zabrze;Zabrze;śląskie
41-804;AP Zabrze;Zabrze;Ignacego Paderewskiego;94;Zabrze;Zabrze;śląskie
41-801;AP Zabrze;Zabrze;Juliusza Rogera;3a;Zabrze;Zabrze;śląskie
41-814;AP Zabrze;Zabrze;Szczecińska;43;Zabrze;Zabrze;śląskie
41-807;AP Zabrze;Zabrze;Tarnopolska;47;Zabrze;Zabrze;śląskie
41-812;AP Zabrze;Zabrze;Wolności;251A;Zabrze;Zabrze;śląskie
41-821;AP Zabrze;Zabrze;Wolności;345/1A;Zabrze;Zabrze;śląskie
41-822;AP Zabrze;Zabrze;Wolności;107;Zabrze;Zabrze;śląskie
41-800;UP Zabrze 1;Zabrze;Plac Dworcowy;1;Zabrze;Zabrze;śląskie
41-807;FUP Zabrze 1;Zabrze;Brygadzistów;2;Zabrze;Zabrze;śląskie
41-803;FUP Zabrze 1;Zabrze;Bytomska;28;Zabrze;Zabrze;śląskie
41-819;FUP Zabrze 1;Zabrze;Franciszkańska;21;Zabrze;Zabrze;śląskie
41-808;FUP Zabrze 1;Zabrze;dr. Henryka Jordana;2;Zabrze;Zabrze;śląskie
41-813;FUP Zabrze 1;Zabrze;dr. Henryka Jordana;54;Zabrze;Zabrze;śląskie
41-806;FUP Zabrze 1;Zabrze;Kalinowa;7;Zabrze;Zabrze;śląskie
41-827;FUP Zabrze 1;Zabrze;3 Maja;18;Zabrze;Zabrze;śląskie
41-805;FUP Zabrze 1;Zabrze;3 Maja;60;Zabrze;Zabrze;śląskie
41-816;FUP Zabrze 1;Zabrze;Macieja Mielżyńskiego;5;Zabrze;Zabrze;śląskie
41-826;FUP Zabrze 1;Zabrze;Franklina Roosevelta;104;Zabrze;Zabrze;śląskie
41-815;FUP Zabrze 1;Zabrze;Franklina Roosevelta;20a/1;Zabrze;Zabrze;śląskie
41-828;FUP Zabrze 1;Zabrze;Józefa Rymera;16;Zabrze;Zabrze;śląskie
41-809;FUP Zabrze 1;Zabrze;gen. Władysława Sikorskiego;46;Zabrze;Zabrze;śląskie
41-800;FUP Zabrze 1;Zabrze;Plutonowego Ryszarda Szkubacza;1;Zabrze;Zabrze;śląskie
41-800;FUP Zabrze 1;Zabrze;Plac Teatralny;12;Zabrze;Zabrze;śląskie
41-820;FUP Zabrze 1;Zabrze;Wolności;165;Zabrze;Zabrze;śląskie
41-851;PP Zabrze S101;Zabrze;Macieja Mielżyńskiego;5;Zabrze;Zabrze;śląskie
22-463;AP Zaburze;Zaburze;;92 A;Radecznica;zamojski;lubelskie
64-800;AP Zacharzyn;Zacharzyn;;146;Chodzież;chodzieski;wielkopolskie
14-520;AP Zagaje;Zagaje;;29 A;Lelkowo;braniewski;warmińsko-mazurskie
26-050;UP Zagnańsk;Zagnańsk;Spacerowa;11;Zagnańsk;kielecki;świętokrzyskie
26-086;FUP Zagnańsk;Kostomłoty Drugie;Bugajska;6;Miedziana Góra;kielecki;świętokrzyskie
26-080;FUP Zagnańsk;Mniów;Centralna;9;Mniów;kielecki;świętokrzyskie
26-049;FUP Zagnańsk;Samsonów;;6a;Zagnańsk;kielecki;świętokrzyskie
39-120;AP Zagorzyce;Zagorzyce;;221;Sędziszów Małopolski;ropczycko-sędziszowski;podkarpackie
38-540;UP Zagórz;Zagórz;Pocztowa;2;Zagórz;sanocki;podkarpackie
38-543;FUP Zagórz;Komańcza;;79/5;Komańcza;sanocki;podkarpackie
38-333;AP Zagórzany;Zagórzany;;226a;Gorlice;gorlicki;małopolskie
22-304;AP Zagroda;Zagroda;;136;Siennica Różana;krasnostawski;lubelskie
59-516;AP Zagrodno;Zagrodno;;62;Zagrodno;złotoryjski;dolnośląskie
26-921;AP Zajezierze k. Dęblina;Zajezierze;28 Pułku Artylerii Lekkiej;7A;Sieciechów;kozienicki;mazowieckie
17-312;AP Zajęczniki;Zajęczniki;;5A;Drohiczyn;siemiatycki;podlaskie
32-840;UP Zakliczyn;Zakliczyn;rynek Rynek;23;Zakliczyn;tarnowski;małopolskie
34-500;UP Zakopane;Zakopane;Krupówki;20;Zakopane;tatrzański;małopolskie
34-511;FUP Zakopane;Kościelisko;Nędzy-Kubińca;76 A;Kościelisko;tatrzański;małopolskie
34-520;FUP Zakopane;Poronin;Józefa Piłsudskiego;15;Poronin;tatrzański;małopolskie
34-503;FUP Zakopane;Zakopane;Chramcówki;2;Zakopane;tatrzański;małopolskie
34-502;FUP Zakopane;Zakopane;Osiedle Pardałówka;1;Zakopane;tatrzański;małopolskie
34-504;FUP Zakopane;Zakopane;Skibówki;23 A;Zakopane;tatrzański;małopolskie
34-505;FUP Zakopane;Zakopane;Władysława Zamoyskiego;1 C;Zakopane;tatrzański;małopolskie
26-652;UP Zakrzew k. Radomia;Zakrzew;;2/1;Zakrzew;radomski;mazowieckie
47-260;AP Zakrzów;Zakrzów;Kościelna;8;Polska Cerekiew;kędzierzyńsko-kozielski;opolskie
07-438;AP Zalas;Zalas;;106A;Łyse;ostrołęcki;mazowieckie
33-159;AP Zalasowa;Zalasowa;Karpacka;23;Ryglice;tarnowski;małopolskie
98-335;AP Zalesiaki;Zalesiaki;;41A;Działoszyn;pajęczański;łódzkie
89-200;AP Zalesie k. Szubina;Zalesie;Szubińska;3;Szubin;nakielski;kujawsko-pomorskie
47-150;AP Zalesie Śląskie;Zalesie Śląskie;Świętej Jadwigi;5;Leśnica;strzelecki;opolskie
18-302;AP Zambrów;Zambrów;Aleja Wojska Polskiego;11;Zambrów;zambrowski;podlaskie
18-302;AP Zambrów;Zambrów;Plac Sikorskiego;15;Zambrów;zambrowski;podlaskie
18-300;UP Zambrów 1;Zambrów;Tadeusza Kościuszki;39;Zambrów;zambrowski;podlaskie
18-300;FUP Zambrów 1;Kołaki Kościelne;Kościelna;22;Kołaki Kościelne;zambrowski;podlaskie
18-312;FUP Zambrów 1;Rutki-Kossaki;Rynek;14;Rutki;zambrowski;podlaskie
18-305;FUP Zambrów 1;Szumowo;1 Maja;73;Szumowo;zambrowski;podlaskie
18-301;FUP Zambrów 1;Zambrów;Aleja Wojska Polskiego;37 C/2;Zambrów;zambrowski;podlaskie
18-300;FUP Zambrów 1;Zambrów;Białostocka;31;Zambrów;zambrowski;podlaskie
22-408;AP Zamość;Zamość;Jana Kilińskiego;71;Zamość;Zamość;lubelskie
22-400;AP Zamość;Zamość;Lwowska;5;Zamość;Zamość;lubelskie
22-407;AP Zamość;Zamość;Peowiaków;7;Zamość;Zamość;lubelskie
22-400;UP Zamość 1;Zamość;Tadeusza Kościuszki;9;Zamość;Zamość;lubelskie
22-426;FUP Zamość 1;Grabowiec;Wojsławska;1;Grabowiec;zamojski;lubelskie
22-435;FUP Zamość 1;Komarów-Osada;3 Maja;3;Komarów-Osada;zamojski;lubelskie
22-438;FUP Zamość 1;Łabunie;Zamojska;33;Łabunie;zamojski;lubelskie
22-455;FUP Zamość 1;Miączyn;;164;Miączyn;zamojski;lubelskie
22-414;FUP Zamość 1;Nielisz;;146 A;Nielisz;zamojski;lubelskie
22-424;FUP Zamość 1;Sitno;;80A;Sitno;zamojski;lubelskie
22-421;FUP Zamość 1;Skierbieszów;Rynek;1;Skierbieszów;zamojski;lubelskie
22-449;FUP Zamość 1;Sułów;;143;Sułów;zamojski;lubelskie
22-417;FUP Zamość 1;Wierzba;;22/22;Stary Zamość;zamojski;lubelskie
22-402;FUP Zamość 1;Zamość;Koszary;95;Zamość;Zamość;lubelskie
22-410;FUP Zamość 1;Zamość;Lwowska;25/37-38;Zamość;Zamość;lubelskie
22-412;FUP Zamość 1;Zamość;Karola Namysłowskiego;6;Zamość;Zamość;lubelskie
22-405;FUP Zamość 1;Zamość;Elizy Orzeszkowej;17;Zamość;Zamość;lubelskie
22-401;FUP Zamość 1;Zamość;Partyzantów;3;Zamość;Zamość;lubelskie
22-403;FUP Zamość 1;Zamość;Szczebrzeska;35;Zamość;Zamość;lubelskie
22-402;FUP Zamość 1;Zamość;Szwedzka;22;Zamość;Zamość;lubelskie
22-404;FUP Zamość 1;Zamość;Prymasa Stefana Wyszyńskiego;50 B;Zamość;Zamość;lubelskie
22-406;FUP Zamość 1;Zamość;Hetmana Jana Zamoyskiego;6;Zamość;Zamość;lubelskie
89-200;AP Zamość k. Szubina;Zamość;Bydgoska;31c;Szubin;nakielski;kujawsko-pomorskie
77-130;AP Zapceń;Zapceń;;14;Lipnica;bytowski;pomorskie
06-333;AP Zaręby;Zaręby;;52;Chorzele;przasnyski;mazowieckie
38-530;UP Zarszyn;Zarszyn;Bieszczadzka;140;Zarszyn;sanocki;podkarpackie
38-524;FUP Zarszyn;Besko;Podkarpacka;5;Besko;sanocki;podkarpackie
39-222;AP Zawada;Zawada;;77;Dębica;dębicki;podkarpackie
21-076;AP Zawieprzyce-Kolonia;Zawieprzyce-Kolonia;;7;Spiczyn;łęczyński;lubelskie
42-401;AP Zawiercie;Zawiercie;al. gen. Władysława Sikorskiego;20;Zawiercie;zawierciański;śląskie
42-400;UP Zawiercie 1;Zawiercie;Józefa Piłsudskiego;13;Zawiercie;zawierciański;śląskie
42-421;FUP Zawiercie 1;Włodowice;Rynek;2;Włodowice;zawierciański;śląskie
42-403;FUP Zawiercie 1;Zawiercie;Borowa;10;Zawiercie;zawierciański;śląskie
42-400;FUP Zawiercie 1;Zawiercie;Obrońców Poczty Gdańskiej;20I;Zawiercie;zawierciański;śląskie
42-400;FUP Zawiercie 1;Zawiercie;Okólna;10;Zawiercie;zawierciański;śląskie
42-404;FUP Zawiercie 1;Zawiercie;Józefa Piłsudskiego;13;Zawiercie;zawierciański;śląskie
42-403;FUP Zawiercie 1;Zawiercie;Powstańców Śląskich;1;Zawiercie;zawierciański;śląskie
05-096;AP Ząbki;Ząbki;Jacka Malczewskiego;3;Ząbki;wołomiński;mazowieckie
05-098;UP Ząbki 2;Ząbki;Szwoleżerów;129;Ząbki;wołomiński;mazowieckie
05-091;FUP Ząbki 2;Ząbki;Orla;8;Ząbki;wołomiński;mazowieckie
05-093;FUP Ząbki 2;Ząbki;Powstańców;26;Ząbki;wołomiński;mazowieckie
57-202;AP Ząbkowice Śląskie;Ząbkowice Śląskie;1 Maja;25;Ząbkowice Śląskie;ząbkowicki;dolnośląskie
57-203;AP Ząbkowice Śląskie;Ząbkowice Śląskie;Bolesława Prusa;8;Ząbkowice Śląskie;ząbkowicki;dolnośląskie
57-200;AP Ząbkowice Śląskie;Ząbkowice Śląskie;Ziębicka;56;Ząbkowice Śląskie;ząbkowicki;dolnośląskie
57-200;UP Ząbkowice Śląskie 1;Ząbkowice Śląskie;1 Maja;1;Ząbkowice Śląskie;ząbkowicki;dolnośląskie
57-256;FUP Ząbkowice Śląskie 1;Bardo;Kolejowa;6;Bardo;ząbkowicki;dolnośląskie
57-200;FUP Ząbkowice Śląskie 1;Ząbkowice Śląskie;os. Osiedle XX-lecia;16a;Ząbkowice Śląskie;ząbkowicki;dolnośląskie
57-201;FUP Ząbkowice Śląskie 1;skrytki/przegródki;;;Ząbkowice Śląskie;ząbkowicki;dolnośląskie
14-241;AP Ząbrowo;Ząbrowo;Szkolna;1;Iława;iławski;warmińsko-mazurskie
66-210;UP Zbąszynek;Zbąszynek;PCK;1;Zbąszynek;świebodziński;lubuskie
64-360;UP Zbąszyń;Zbąszyń;Senatorska;36;Zbąszyń;nowotomyski;wielkopolskie
62-820;AP Zbiersk;Zbiersk;;149/2;Stawiszyn;kaliski;wielkopolskie
18-416;UP Zbójna;Zbójna;Łomżyńska;21;Zbójna;łomżyński;podlaskie
18-413;FUP Zbójna;Miastkowo;Łomżyńska;25;Miastkowo;łomżyński;podlaskie
18-414;FUP Zbójna;Nowogród;Zielona;7A/101;Nowogród;łomżyński;podlaskie
08-106;UP Zbuczyn;Zbuczyn;Lipowa;2;Zbuczyn;siedlecki;mazowieckie
37-415;AP Zbydniów;Zbydniów;Księdza Nai;3;Zaleszany;stalowowolski;podkarpackie
89-505;AP Zdroje;Zdroje;;32;Cekcyn;tucholski;kujawsko-pomorskie
98-222;AP Zduńska Wola;Zduńska Wola;Spacerowa;91;Zduńska Wola;zduńskowolski;łódzkie
98-220;UP Zduńska Wola 1;Zduńska Wola;Jana Kilińskiego;7/11;Zduńska Wola;zduńskowolski;łódzkie
98-240;FUP Zduńska Wola 1;Szadek;Piotrkowska;6;Szadek;zduńskowolski;łódzkie
98-161;FUP Zduńska Wola 1;Zapolice;Kasztanowa;1;Zapolice;zduńskowolski;łódzkie
98-230;FUP Zduńska Wola 1;Zduńska Wola;Dworcowa;4;Zduńska Wola;zduńskowolski;łódzkie
98-231;FUP Zduńska Wola 1;Zduńska Wola;Getta Żydowskiego;34;Zduńska Wola;zduńskowolski;łódzkie
98-220;FUP Zduńska Wola 1;Zduńska Wola (Kolonia Karsznice);Spółdzielcza;22 a;Zduńska Wola;zduńskowolski;łódzkie
39-310;AP Zdziarzec;Zdziarzec;;149 A;Radomyśl Wielki;mielecki;podkarpackie
47-330;UP Zdzieszowice;Zdzieszowice;Powstańców Śląskich;1;Zdzieszowice;krapkowicki;opolskie
47-331;FUP Zdzieszowice;Zdzieszowice;Bolesława Chrobrego;3 A;Zdzieszowice;krapkowicki;opolskie
06-330;AP Zdziwój Stary;Zdziwój Stary;;44;Chorzele;przasnyski;mazowieckie
43-410;UP Zebrzydowice;Zebrzydowice;Księdza Antoniego Janusza;6;Zebrzydowice;cieszyński;śląskie
87-141;AP Zelgno;Zelgno;;5;Chełmża;toruński;kujawsko-pomorskie
97-425;UP Zelów;Zelów;Tadeusza Kościuszki;9;Zelów;bełchatowski;łódzkie
97-403;FUP Zelów;Drużbice;;86;Drużbice;bełchatowski;łódzkie
97-428;AP Zelów;Zelów;św. Anny;10;Zelów;bełchatowski;łódzkie
64-310;AP Zębowo;Zębowo;Plac Św. Jana;30;Lwówek;nowotomyski;wielkopolskie
95-100;AP Zgierz;Zgierz;Konstantego Ildefonsa Gałczyńskiego;34;Zgierz;zgierski;łódzkie
95-104;AP Zgierz;Zgierz;Józefa Piłsudskiego;32;Zgierz;zgierski;łódzkie
95-100;UP Zgierz 1;Zgierz;Łęczycka;19;Zgierz;zgierski;łódzkie
95-001;FUP Zgierz 1;Biała;Zgierska;1;Zgierz;zgierski;łódzkie
